MDT_CORRIDOR_ID,SMS_REFPOST_OFFSET,CITY,COUNTY,Month,Year,SMS_TIME,SMT_CRASH_OCC_DAY_OF_WEEK,JUNCTION_RELATED,ROADWAY_RELATED,WEATHER_COND,ROAD_COND,LIGHT_COND,CRASH_SEVERITY,COLLISION_TYPE,LATITUDE,LONGITUDE,Ennis Distance,Virginia City Distance
C000015N,091+0.511,,MADISON,November,2016,18:35,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.60810234,-112.6648299,48.57853677,41.23073629
C000015N,091+0.641,NOT IN CITY LIMITS,MADISON,APRIL,2017,20:00,TUE,NON-JUNCTION,ROADSIDE RIGHT,SLEET/HAIL/FREEZING RAIN/DRIZZLE,SLUSH,DUSK,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.60991667,-112.6655483,48.65647796,41.32592241
C000015N,091+0.659,,MADISON,January,2014,20:10,SAT,NON-JUNCTION,ROADSIDE RIGHT,SEVERE CROSSWINDS,ICE/FROST,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.61020667,-112.6656883,48.67008913,41.34219018
C000015N,092+0.626,NOT IN CITY LIMITS,MADISON,AUGUST,2017,22:00,WED,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.62345744,-112.6724261,49.31286433,42.10397271
C000015N,092+0.740,,MADISON,November,2013,22:00,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.62486333,-112.6741433,49.42648503,42.22613401
C000015S,085+0.757,,MADISON,October,2014,13:15,MON,NON-JUNCTION,ROADSIDE LEFT,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.53165608,-112.7029571,48.70444757,40.41705485
C000015S,085+0.813,,MADISON,June,2015,9:20,SUN,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,REAR-END,45.53236,-112.7026,48.70005302,40.42080062
C000015S,086+0.040,,MADISON,September,2016,2:30,SAT,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.53568609,-112.7007372,48.67182624,40.43164058
C000015S,086+0.189,,MADISON,December,2016,15:15,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,ICE/FROST,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,REAR-END,45.53748242,-112.6992619,48.63518072,40.41742844
C000015S,086+0.225,NOT IN CITY LIMITS,MADISON,FEBRUARY,2017,10:22,WED,NON-JUNCTION,ROADSIDE LEFT,CLOUDY,ICE/FROST,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR TO REAR,45.53791102,-112.6986626,48.61494701,40.40321047
C000015S,086+0.232,NOT IN CITY LIMITS,MADISON,FEBRUARY,2017,9:00,WED,NON-JUNCTION,ROADSIDE LEFT,CLOUDY,SNOW,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,FIXED OBJECT,45.53800433,-112.6985744,48.61251968,40.40198347
C000015S,086+0.646,,MADISON,December,2015,8:15,MON,NON-JUNCTION,ROADSIDE RIGHT,SNOW,ICE/FROST,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.54242941,-112.6930436,48.43588141,40.28630946
C000015S,087+0.108,NOT IN CITY LIMITS,MADISON,APRIL,2017,16:45,SAT,NON-JUNCTION,ROADSIDE RIGHT,SNOW,SLUSH,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.54889572,-112.6904237,48.43657916,40.36235802
C000015S,087+0.251,,MADISON,October,2016,8:00,SAT,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.55077982,-112.6897386,48.44125906,40.38890937
C000015S,087+0.331,,MADISON,August,2014,6:45,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.55194167,-112.6893067,48.44389415,40.40508724
C000015S,087+0.782,,MADISON,August,2016,4:45,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.55793478,-112.6857814,48.39972062,40.43497779
C000015S,088+0.020,,MADISON,April,2016,6:15,THU,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.56106243,-112.683955,48.37892978,40.45312786
C000015S,088+0.998,NOT IN CITY LIMITS,MADISON,AUGUST,2017,13:00,SAT,NON-JUNCTION,ON ROADWAY,"FOG, SMOG, SMOKE",DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.57488,-112.67947,48.46500678,40.70208495
C000015S,090+0.440,,MADISON,October,2015,23:30,SAT,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.59322333,-112.66548,48.24466284,40.73032599
C000015S,090+0.657,,MADISON,November,2016,19:45,SAT,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.59617412,-112.66383,48.24037611,40.76464008
C000015S,092+0.745,,MADISON,October,2015,6:30,TUE,NON-JUNCTION,ON ROADWAY,CLOUDY,WET,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.62484,-112.6741617,49.42669526,42.22601766
C000029N,000+0.162,ENNIS,MADISON,October,2014,7:30,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-LIGHTED,UNKNOWN,WILD ANIMAL,45.34924,-111.73498,0.119562413,10.73063759
C000029N,000+0.279,ENNIS,MADISON,February,2015,11:35,SUN,INTERSECTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,INCAPACITATING INJURY ACCIDENT,"LEFT TURN, OPPOSITE DIRECTION",45.34909487,-111.7373535,0.235098305,10.61934076
C000029N,000+0.484,,MADISON,January,2015,12:40,SAT,NON-JUNCTION,SHOULDER,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.34753505,-111.7408118,0.42011628,10.42409684
C000029N,000+0.923,NOT IN CITY LIMITS,MADISON,MAY,2017,8:20,SUN,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),"SIDESWIPE, OPPOSITE DIRECTION",45.34122384,-111.7410546,0.693257798,10.26707275
C000029N,000+0.979,NOT IN CITY LIMITS,MADISON,JUNE,2017,22:15,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.34040386,-111.7424698,0.780053037,10.18401441
C000029N,001+0.002,ENNIS,MADISON,January,2014,21:18,SAT,INTERSECTION-RELATED,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),DOMESTIC ANIMAL,45.34064967,-111.7410505,0.725330536,10.25479703
C000029N,001+0.151,ENNIS,MADISON,October,2015,8:42,MON,THROUGH ROADWAY,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.33810797,-111.7408745,0.871229036,10.2094524
C000029N,001+0.169,,MADISON,July,2014,19:10,SAT,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.33778333,-111.74118,0.897992589,10.18864335
C000029N,001+0.311,,MADISON,July,2015,22:10,THU,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.33577164,-111.7409889,1.019089924,10.15740632
C000029N,001+0.730,,MADISON,October,2013,18:10,SUN,NON-JUNCTION,ROADSIDE RIGHT,CLOUDY,DRY,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,ROLL OVER,45.32968,-111.7410533,1.415326512,10.04368521
C000029N,001+0.825,ENNIS,MADISON,AUGUST,2017,14:28,SUN,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.32838989,-111.7415259,1.507285176,10.00003636
C000029N,001+0.899,NOT IN CITY LIMITS,MADISON,APRIL,2017,20:58,MON,NON-JUNCTION,ROADSIDE RIGHT,RAIN,WET,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.32611111,111.7438889,5632.978704,5631.326745
C000029N,002+0.033,,MADISON,August,2016,20:48,MON,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.32615022,-111.744107,1.693421066,9.842452415
C000029N,002+0.577,,MADISON,January,2016,17:30,SUN,NON-JUNCTION,ROADSIDE RIGHT,SEVERE CROSSWINDS,ICE/FROST,DARK-LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.32277765,-111.7541525,2.110361172,9.315419487
C000029N,002+0.854,NOT IN CITY LIMITS,MADISON,JANUARY,2017,7:45,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.32108479,-111.759318,2.342150587,9.045613529
C000029N,003+0.771,,MADISON,August,2015,7:18,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.31902906,-111.7778899,3.036627297,8.133521976
C000029N,006+0.160,,MADISON,December,2013,10:10,SUN,NON-JUNCTION,ROADSIDE LEFT,CLEAR,ICE/FROST,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,ROLL OVER,45.32139231,-111.8246821,4.873083302,5.980192608
C000029N,006+0.278,,MADISON,November,2015,18:23,WED,NON-JUNCTION,ROADSIDE RIGHT,CLOUDY,ICE/FROST,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.3222581,-111.8267117,4.940853729,5.906075729
C000029N,006+0.933,,MADISON,April,2015,21:15,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.31985096,-111.8382109,5.521205244,5.323866509
C000029N,007+0.547,,MADISON,December,2015,19:00,THU,NON-JUNCTION,ON ROADWAY,CLEAR,OTHER,DARK-LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.31780258,-111.8467785,5.960346856,4.884254342
C000029N,007+0.553,,MADISON,March,2014,23:45,WED,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,DRY,DARK-NOT LIGHTED,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,ROLL OVER,45.31766986,-111.8467586,5.962804141,4.882103985
C000029N,007+0.760,,MADISON,October,2013,0:00,THU,NON-JUNCTION,ON ROADWAY,SNOW,SNOW,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,ROLL OVER,45.31565833,-111.8499583,6.158830676,4.689903002
C000029N,008+0.769,,MADISON,July,2015,22:12,THU,NON-JUNCTION,ON ROADWAY,RAIN,WET,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.30559805,-111.8634597,7.039985561,3.873641155
C000029N,009+0.373,NOT IN CITY LIMITS,MADISON,FEBRUARY,2017,20:00,FRI,NON-JUNCTION,ROADSIDE RIGHT,SNOW,ICE/FROST,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.29950524,-111.8726875,7.628052836,3.363805806
C000029N,009+0.904,,MADISON,August,2016,20:20,THU,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.29338514,-111.8787991,8.087680356,3.046534565
C000029N,010+0.276,,MADISON,December,2015,14:00,THU,UNKNOWN,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),"SIDESWIPE, OPPOSITE DIRECTION",45.28918864,-111.883934,8.446626674,2.81716701
C000029N,011+0.202,,MADISON,November,2016,8:05,MON,NON-JUNCTION,ROADSIDE RIGHT,SNOW,ICE/FROST,DAYLIGHT,POSSIBLE INJURY ACCIDENT,ROLL OVER,45.28250148,-111.8994369,9.330117489,2.194761645
C000029N,012+0.137,ENNIS,MADISON,MAY,2017,6:57,WED,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAWN,POSSIBLE INJURY ACCIDENT,WILD ANIMAL,45.28298817,-111.9166354,10.04953092,1.430658111
C000029N,013+0.170,VIRGINIA CITY,MADISON,April,2016,0:10,WED,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.29504957,-111.9251775,10.08136493,0.794602516
C000029N,013+0.244,VIRGINIA CITY,MADISON,JUNE,2017,23:00,MON,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.29571174,-111.9263286,10.11642891,0.744314048
C000029N,013+0.952,VIRGINIA CITY,MADISON,February,2015,8:50,SAT,DRIVEWAY/ALLEY ACCESS RELATED,OFF ROADWAY LOCATION UNKNOWN,CLEAR,DRY,DAYLIGHT,UNKNOWN,FIXED OBJECT,45.29429411,-111.9404664,10.79279047,0.050589975
C000029N,014+0.158,VIRGINIA CITY,MADISON,July,2016,13:30,WED,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR TO FRONT,45.29359098,-111.9445709,10.99662058,0.154768714
C000029N,014+0.177,VIRGINIA CITY,MADISON,April,2016,15:45,TUE,NON-JUNCTION,SHOULDER,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.29353251,-111.944847,11.01060468,0.168757942
C000029N,015+0.588,,MADISON,November,2015,14:10,SAT,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.3052982,-111.9650428,11.69662399,1.382439116
C000029N,015+0.815,,MADISON,June,2015,10:00,THU,NON-JUNCTION,OFF ROADWAY LOCATION UNKNOWN,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR TO FRONT,45.30731922,-111.9686484,11.83066945,1.605886654
C000029N,018+0.946,,MADISON,July,2016,8:50,SUN,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.32485841,-112.0232303,14.21969048,4.50557668
C000029N,019+0.931,,MADISON,November,2016,5:50,SUN,NON-JUNCTION,ROADSIDE RIGHT,SNOW,SNOW,DARK-LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.31978633,-112.0404774,15.09570909,5.128059217
C000029N,020+0.047,,MADISON,July,2015,17:00,SUN,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,POSSIBLE INJURY ACCIDENT,"SIDESWIPE, OPPOSITE DIRECTION",45.31911817,-112.0440059,15.27185595,5.273976471
C000029N,020+0.054,NOT IN CITY LIMITS,MADISON,APRIL,2017,23:30,TUE,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.31875753,-112.0439765,15.27390795,5.264525262
C000029N,020+0.159,,MADISON,November,2015,15:15,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.31417989,-112.0470556,15.46905822,5.315330857
C000029N,020+0.896,,MADISON,November,2016,6:55,MON,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.32022465,-112.0612913,16.09411195,6.095934644
C000029N,022+0.403,,MADISON,September,2016,23:30,SAT,NON-JUNCTION,ON ROADWAY,RAIN,WET,DARK-LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.32005702,-112.0923723,17.59429372,7.549049656
C000029N,023+0.186,,MADISON,August,2016,3:00,SUN,NON-JUNCTION,SHOULDER,CLEAR,DRY,DARK-LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.32346097,-112.1071912,18.28451013,8.304377798
C000029N,023+0.235,,MADISON,February,2015,19:01,WED,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.32428083,-112.1072721,18.28285384,8.32214645
C000029N,023+0.843,NOT IN CITY LIMITS,MADISON,AUGUST,2017,6:35,WED,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.33265275,-112.1110453,18.4188715,8.659277281
C000029N,024+0.128,,MADISON,July,2014,19:10,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.335955,-112.1121933,18.46120686,8.784586178
C000029N,024+0.494,,MADISON,August,2015,3:00,FRI,NON-JUNCTION,ON ROADWAY,UNKNOWN,DRY,UNKNOWN,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.34102833,-112.1140383,18.53579343,8.9893351
C000029N,024+0.549,,MADISON,August,2015,1:30,TUE,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.3418515,-112.1141853,18.54113522,9.016595678
C000029N,024+0.640,,MADISON,June,2013,3:00,MON,NON-JUNCTION,ROADSIDE LEFT,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.34329819,-112.115215,18.58839589,9.099935971
C000029N,025+0.291,,MADISON,December,2016,20:10,TUE,NON-JUNCTION,ON ROADWAY,CLOUDY,SNOW,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.35267439,-112.1176551,18.70224721,9.467637198
C000029N,025+0.316,,MADISON,July,2014,12:15,SUN,INTERSECTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),"LEFT TURN, SAME DIRECTION",45.35277197,-112.1181306,18.72540364,9.491396135
C000029N,025+0.688,SHERIDAN,MADISON,August,2014,13:22,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.35801237,-112.1202804,18.83704675,9.744219036
C000029N,025+0.824,NOT IN CITY LIMITS,MADISON,DECEMBER,2017,2:10,SAT,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,SNOW,DARK-NOT LIGHTED,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,FIXED OBJECT,45.35985387,-112.121037,18.87795918,9.834993075
C000029N,025+0.973,SHERIDAN,MADISON,OCTOBER,2017,19:15,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.36189708,-112.1218714,18.92408515,9.936585581
C000029N,026+0.293,NOT IN CITY LIMITS,MADISON,JUNE,2017,18:08,FRI,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,DRY,DAYLIGHT,INCAPACITATING INJURY ACCIDENT,ROLL OVER,45.36645611,-112.1234788,19.01835219,10.15649232
C000029N,026+0.510,,MADISON,October,2015,16:25,THU,NON-JUNCTION,ROADSIDE LEFT,CLEAR,DRY,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,ROLL OVER,45.36900097,-112.1261637,19.15973301,10.35677152
C000029N,026+0.770,NOT IN CITY LIMITS,MADISON,SEPTEMBER,2017,19:20,TUE,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,WILD ANIMAL,45.37233951,-112.1287793,19.30351203,10.58273111
C000029N,026+0.801,NOT IN CITY LIMITS,MADISON,OCTOBER,2017,19:00,FRI,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.3727201,-112.1290743,19.31990804,10.60846644
C000029N,026+0.992,,MADISON,October,2015,11:28,TUE,NON-JUNCTION,ROADSIDE RIGHT,CLOUDY,DRY,DAYLIGHT,POSSIBLE INJURY ACCIDENT,ROLL OVER,45.37507833,-112.1311867,19.43597163,10.78022005
C000029N,027+0.200,,MADISON,March,2015,10:25,SAT,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,INCAPACITATING INJURY ACCIDENT,WILD ANIMAL,45.37773333,-112.1333717,19.55874094,10.96642776
C000029N,027+0.541,,MADISON,July,2016,22:40,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.3819017,-112.136961,19.76217648,11.26709304
C000029N,027+0.622,,MADISON,July,2014,10:35,WED,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,POSSIBLE INJURY ACCIDENT,WILD ANIMAL,45.382915,-112.1378167,19.81136336,11.33979746
C000029N,027+0.752,,MADISON,July,2015,20:08,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.3845496,-112.139291,19.895677,11.46114844
C000029N,027+0.870,,MADISON,July,2013,23:35,THU,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,REAR-END,45.38606744,-112.1406139,19.97222804,11.57220155
C000029N,027+0.900,NOT IN CITY LIMITS,MADISON,MAY,2017,19:30,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.38635156,-112.1407922,19.98327092,11.59020342
C000029N,028+0.000,,MADISON,October,2015,6:30,MON,NON-JUNCTION,ON ROADWAY,CLOUDY,WET,DAWN,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.38735147,-112.1416999,20.03575161,11.66499178
C000029N,028+0.446,,MADISON,January,2014,10:00,SUN,NON-JUNCTION,ROADSIDE LEFT,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.39289073,-112.1464264,20.31548946,12.06886682
C000029N,028+0.595,,MADISON,April,2014,11:05,SUN,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),"SIDESWIPE, OPPOSITE DIRECTION",45.3947008,-112.1480042,20.40977179,12.20280382
C000029N,031+0.510,,MADISON,March,2015,18:40,SUN,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.43118656,-112.1787541,22.38003377,14.91330513
C000029N,031+0.696,,MADISON,October,2015,15:40,WED,INTERSECTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),"SIDESWIPE, OPPOSITE DIRECTION",45.43357543,-112.1806974,22.51297131,15.09096643
C000029N,031+0.727,NOT IN CITY LIMITS,MADISON,JULY,2017,16:45,SAT,DRIVEWAY/ALLEY ACCESS RELATED,ROADSIDE RIGHT,CLOUDY,DRY,DAYLIGHT,FATAL ACCIDENT,FIXED OBJECT,45.43397438,-112.1809734,22.53297715,15.11885334
