MDT_CORRIDOR_ID,SMS_REFPOST_OFFSET,CITY,COUNTY,Month,Year,SMS_TIME,SMT_CRASH_OCC_DAY_OF_WEEK,JUNCTION_RELATED,ROADWAY_RELATED,WEATHER_COND,ROAD_COND,LIGHT_COND,CRASH_SEVERITY,COLLISION_TYPE,LATITUDE,LONGITUDE,Ennis Distance,Virginia City Distance
C000055N,001+0.334,,MADISON,August,2016,15:15,FRI,NON-JUNCTION,SHOULDER,CLOUDY,DRY,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,ROLL OVER,45.74236424,-112.2124413,35.73489316,33.63565459
C000055N,001+0.640,,MADISON,May,2013,22:54,TUE,NON-JUNCTION,ROADSIDE RIGHT,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.74462333,-112.20693,35.68122109,33.67661891
C000055N,001+0.793,,MADISON,February,2015,7:15,WED,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAWN,POSSIBLE INJURY ACCIDENT,WILD ANIMAL,45.74585167,-112.2044083,35.66784174,33.70874106
C000084E,000+0.020,,MADISON,June,2013,8:45,SAT,INTERSECTION-RELATED,OUTSIDE RIGHT-OF-WAY (TRAFFICWAY),CLEAR,DRY,DAYLIGHT,POSSIBLE INJURY ACCIDENT,NOT FIXED OBJECT OR DEBRIS,45.57033333,-111.6898183,15.41381487,22.65282997
C000084E,000+0.129,NOT IN CITY LIMITS,MADISON,AUGUST,2017,12:45,THU,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),NOT FIXED OBJECT OR DEBRIS,45.57073862,-111.6878885,15.45437458,22.72688833
C000084E,000+0.302,,MADISON,May,2015,18:40,SAT,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.57274093,-111.6859843,15.60443462,22.89307044
C000084E,000+0.687,,MADISON,April,2016,11:00,WED,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.57664678,-111.6807509,15.90952008,23.25717654
C000084E,000+0.861,,MADISON,October,2016,22:40,SUN,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.57892679,-111.6788554,16.07969309,23.43922064
C000084E,000+0.911,,MADISON,December,2016,21:30,FRI,NON-JUNCTION,ROADSIDE LEFT,SNOW,SNOW,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.57921977,-111.6778572,16.10755254,23.48250559
C000084E,000+1.022,,MADISON,May,2015,0:00,MON,NON-JUNCTION,SHOULDER,CLOUDY,WET,DARK-LIGHTED,UNKNOWN,FIXED OBJECT,45.57926,-111.67546,16.12980064,23.5482854
C000084E,001+0.295,,MADISON,November,2015,8:42,SAT,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,"SIDESWIPE, OPPOSITE DIRECTION",45.5820904,-111.6710042,16.36044879,23.83015521
C000084E,001+0.400,,MADISON,December,2016,6:35,SUN,NON-JUNCTION,ON ROADWAY,BLOWING SNOW,SNOW,DARK-NOT LIGHTED,POSSIBLE INJURY ACCIDENT,"SIDESWIPE, OPPOSITE DIRECTION",45.58300906,-111.6692831,16.4382011,23.92903438
C000084E,001+0.444,,MADISON,January,2015,12:30,FRI,NON-JUNCTION,ROADSIDE LEFT,CLOUDY,ICE/FROST,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),NOT FIXED OBJECT OR DEBRIS,45.58322,-111.668321,16.46126585,23.96692042
C000084E,001+0.530,,MADISON,January,2013,4:35,WED,NON-JUNCTION,SHOULDER,BLOWING SNOW,SNOW,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.58389704,-111.666872,16.52057643,24.04470256
C000084E,001+0.964,,MADISON,July,2016,11:45,SAT,NON-JUNCTION,ROADSIDE LEFT,CLEAR,DRY,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,FIXED OBJECT,45.58637069,-111.6586982,16.76831173,24.4073925
C000084E,001+0.990,,MADISON,June,2016,0:30,TUE,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.58661037,-111.6582181,16.78946272,24.43415206
C000084E,002+0.013,,MADISON,December,2015,12:40,THU,NON-JUNCTION,SHOULDER,BLOWING SNOW,ICE/FROST,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.58672505,-111.6573366,16.80640815,24.46473403
C000084E,002+0.366,,MADISON,May,2014,23:30,MON,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,ROLL OVER,45.5881351,-111.650327,16.97796729,24.73751098
C000084E,002+0.830,,MADISON,November,2013,7:45,SAT,NON-JUNCTION,ROADSIDE RIGHT,SNOW,ICE/FROST,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.58836392,-111.6408011,17.10739519,25.01670183
C000084E,002+0.863,,MADISON,December,2015,19:35,TUE,NON-JUNCTION,ON ROADWAY,CLOUDY,SNOW,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),"SIDESWIPE, OPPOSITE DIRECTION",45.58826837,-111.6402957,17.10740149,25.02563031
C000084E,002+0.944,,MADISON,June,2016,19:20,WED,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,DRY,DAYLIGHT,INCAPACITATING INJURY ACCIDENT,FIXED OBJECT,45.58857856,-111.6386686,17.14882509,25.08908584
C000084E,003+0.134,NOT IN CITY LIMITS,MADISON,NOVEMBER,2017,5:55,THU,NON-JUNCTION,ROADSIDE LEFT,CLOUDY,ICE/FROST,DARK-NOT LIGHTED,POSSIBLE INJURY ACCIDENT,FIXED OBJECT,45.58850815,-111.6358773,17.1805054,25.1645704
C000084E,003+0.724,,MADISON,October,2014,9:55,TUE,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),IMMERSION,45.59036502,-111.6243397,17.46353682,25.60017566
C000084E,004+0.199,,MADISON,October,2015,12:20,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,POSSIBLE INJURY ACCIDENT,FIXED OBJECT,45.5899368,-111.6153378,17.57137844,25.84122215
C000084E,004+0.322,,MADISON,March,2016,3:00,SUN,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),OTHER,45.58924503,-111.6132687,17.55890015,25.86507183
C000084E,004+0.341,NOT IN CITY LIMITS,MADISON,JUNE,2017,9:30,TUE,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.58924013,-111.6128791,17.56480188,25.87642783
C000084E,004+0.856,,MADISON,October,2015,12:40,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),"SIDESWIPE, OPPOSITE DIRECTION",45.58798948,-111.6026852,17.65321068,26.11641178
C000084E,005+0.010,,MADISON,January,2013,10:00,SUN,NON-JUNCTION,SHOULDER,SNOW,SNOW,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.587365,-111.5992883,17.67237593,26.18694236
C000084E,005+0.127,NOT IN CITY LIMITS,MADISON,APRIL,2017,19:15,SUN,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DUSK,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.58696037,-111.5968488,17.68994889,26.24049185
C000084E,005+0.147,,MADISON,July,2015,22:15,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.5866264,-111.596753,17.67026333,26.225693
C000084E,005+0.357,,MADISON,February,2015,18:55,FRI,INTERSECTION-RELATED,ON ROADWAY,SNOW,DRY,DARK-NOT LIGHTED,INCAPACITATING INJURY ACCIDENT,REAR-END,45.58575137,-111.59258,17.69069968,26.30881389
C000084E,005+0.360,,MADISON,July,2013,11:30,SAT,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.5857734,-111.5924161,17.69515046,26.31508649
C000084E,005+0.363,,MADISON,August,2016,17:42,SUN,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,INCAPACITATING INJURY ACCIDENT,BICYCLE,45.58576655,-111.5924843,17.69344593,26.31259867
C000084E,005+0.714,,MADISON,December,2015,1:55,FRI,NON-JUNCTION,ON ROADWAY,SEVERE CROSSWINDS,ICE/FROST,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.58421463,-111.5855176,17.72743106,26.44982385
C000084E,005+0.950,,MADISON,May,2013,13:30,SUN,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,FATAL ACCIDENT,RIGHT ANGLE,45.58432049,-111.5807911,17.82735298,26.60539067
C000084E,005+0.968,,MADISON,May,2015,21:35,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.58445024,-111.5805589,17.84015792,26.61953272
C000084E,006+0.670,,MADISON,January,2013,11:30,THU,NON-JUNCTION,ON ROADWAY,SNOW,SNOW,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.59162197,-111.572991,18.44310644,27.23342524
C000084E,006+0.735,NOT IN CITY LIMITS,MADISON,SEPTEMBER,2017,15:30,SUN,NON-JUNCTION,ROADSIDE LEFT,CLOUDY,DRY,DAYLIGHT,INCAPACITATING INJURY ACCIDENT,FIXED OBJECT,45.591655,-111.5718462,18.46849122,27.27157515
C000084E,006+0.740,,MADISON,November,2013,23:40,FRI,NON-JUNCTION,SHOULDER,CLEAR,DRY,DARK-NOT LIGHTED,INCAPACITATING INJURY ACCIDENT,ROLL OVER,45.59164586,-111.5715567,18.47383635,27.28032306
C000084E,006+0.741,,MADISON,September,2014,10:45,WED,NON-JUNCTION,ROADSIDE LEFT,CLEAR,DRY,DAYLIGHT,FATAL ACCIDENT,OTHER,45.59163563,-111.571625,18.47179898,27.27761513
C000084E,006+0.753,,MADISON,August,2015,10:15,SAT,NON-JUNCTION,ON ROADWAY,CLOUDY,WET,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.59180293,-111.5714747,18.48534709,27.2910983
C000084E,006+0.800,,MADISON,February,2013,9:00,SAT,NON-JUNCTION,ON ROADWAY,SNOW,SNOW,DAYLIGHT,POSSIBLE INJURY ACCIDENT,HEAD ON,45.59247231,-111.5709488,18.53801125,27.34264384
C000084E,006+0.901,,MADISON,July,2014,17:50,SUN,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),OTHER,45.59379833,-111.5707033,18.62606543,27.41944867
C000084E,007+0.195,,MADISON,May,2014,16:15,WED,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,FATAL ACCIDENT,HEAD ON,45.59748905,-111.5726153,18.81925022,27.55191208
C000084E,007+0.796,,MADISON,December,2014,13:52,MON,NON-JUNCTION,ON ROADWAY,CLOUDY,SNOW,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.60577,-111.5764367,19.26847659,27.87089088
C000084E,008+0.062,,MADISON,July,2016,14:20,SUN,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,POSSIBLE INJURY ACCIDENT,"SIDESWIPE, OPPOSITE DIRECTION",45.6085369,-111.571427,19.54004747,28.17255166
C000084E,008+0.298,NOT IN CITY LIMITS,MADISON,JULY,2017,15:30,WED,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,DRY,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,FIXED OBJECT,45.61030947,-111.5671838,19.73487249,28.39786535
C000084E,008+0.349,NOT IN CITY LIMITS,MADISON,OCTOBER,2017,8:15,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.61054906,-111.5662779,19.76783501,28.43863541
C000084E,008+0.486,,MADISON,July,2016,5:20,THU,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.61173591,-111.5639526,19.88870449,28.57364794
C000084E,008+0.549,,MADISON,January,2016,2:00,THU,NON-JUNCTION,ROADSIDE LEFT,CLOUDY,DRY,DARK-LIGHTED,UNKNOWN,FIXED OBJECT,45.61226484,-111.5629674,19.94162843,28.6322433
C000084E,008+0.840,NOT IN CITY LIMITS,MADISON,JUNE,2017,0:00,WED,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.61463289,-111.5579851,20.19063901,28.91244697
C000084E,009+0.288,,MADISON,October,2016,22:00,WED,NON-JUNCTION,ON ROADWAY,UNKNOWN,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.61923296,-111.5515852,20.60947432,29.354828
C000084E,009+0.387,,MADISON,May,2014,18:00,MON,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.62042831,-111.5504992,20.70656063,29.45178575
C000084E,009+0.499,,MADISON,July,2016,9:30,FRI,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.62165621,-111.5490359,20.81348514,29.56222806
C000084E,009+0.585,,MADISON,June,2014,5:00,SAT,NON-JUNCTION,ON ROADWAY,CLOUDY,WET,DAWN,INCAPACITATING INJURY ACCIDENT,WILD ANIMAL,45.6226963,-111.548056,20.89870453,29.64768525
C000084E,009+0.853,NOT IN CITY LIMITS,MADISON,JUNE,2017,21:45,WED,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,INCAPACITATING INJURY ACCIDENT,WILD ANIMAL,45.62586324,-111.5447808,21.16429083,29.91698519
C000084E,010+0.269,NOT IN CITY LIMITS,MADISON,JULY,2017,15:15,WED,NON-JUNCTION,ROADSIDE RIGHT,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.62925926,-111.5413,21.44855501,30.20479824
C000084E,010+0.275,NOT IN CITY LIMITS,MADISON,MAY,2017,13:25,MON,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.62932482,-111.5413181,21.4522599,30.20770088
C000084E,010+0.504,,MADISON,July,2014,12:15,THU,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.63251963,-111.5398855,21.68123734,30.42129492
C000084E,010+0.547,,MADISON,August,2014,18:20,MON,NON-JUNCTION,ROADSIDE LEFT,CLEAR,DRY,DAYLIGHT,POSSIBLE INJURY ACCIDENT,FIXED OBJECT,45.63307223,-111.5396429,21.72073976,30.45810482
C000084E,010+0.573,,MADISON,December,2015,3:30,FRI,NON-JUNCTION,ON ROADWAY,SEVERE CROSSWINDS,ICE/FROST,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.633433,-111.5395094,21.74601195,30.48137011
C000084E,011+0.091,,MADISON,September,2014,7:15,THU,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.63891667,-111.531165,22.26255471,31.03065445
C000084E,011+0.177,,MADISON,July,2016,20:30,FRI,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,DRY,DAYLIGHT,FATAL ACCIDENT,FIRE/ EXPLOSION,45.6395523,-111.5295696,22.33591477,31.11384907
C000084E,011+0.264,,MADISON,August,2014,8:00,SUN,NON-JUNCTION,ROADSIDE LEFT,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.64027833,-111.5279983,22.41446977,31.20110167
C000084E,011+0.270,,MADISON,July,2013,7:10,MON,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,POSSIBLE INJURY ACCIDENT,ROLL OVER,45.640275,-111.5278783,22.41683252,31.20465982
C000084E,011+0.350,,MADISON,May,2013,0:40,SUN,NON-JUNCTION,ROADSIDE LEFT,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.6412808,-111.5267507,22.50327896,31.29290305
C000087E,000+0.312,NOT IN CITY LIMITS,MADISON,MAY,2017,17:00,WED,NON-JUNCTION,ROADSIDE LEFT,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,44.83140481,-111.4822861,37.80539028,39.04098452
C000087E,001+0.520,,MADISON,August,2013,14:02,MON,NON-JUNCTION,ROADSIDE LEFT,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,44.82702833,-111.45857,38.47818347,39.96096041
C000087E,001+0.607,,MADISON,September,2015,18:00,SAT,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,POSSIBLE INJURY ACCIDENT,REAR-END,44.82670337,-111.4569451,38.52683698,40.02593337
C000087E,001+0.953,,MADISON,May,2014,19:00,THU,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,44.82640173,-111.4498974,38.66761754,40.2468654
C000087E,002+0.054,NOT IN CITY LIMITS,MADISON,OCTOBER,2017,0:01,SUN,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,44.82735794,-111.4478619,38.64142689,40.25309145
C000087E,002+0.655,,MADISON,January,2014,17:35,SAT,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),NOT FIXED OBJECT OR DEBRIS,44.82810242,-111.4359023,38.80711111,40.5641536
C000087E,004+0.081,,MADISON,May,2015,5:15,WED,NON-JUNCTION,ON ROADWAY,RAIN,WET,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),NOT FIXED OBJECT OR DEBRIS,44.8401509,-111.4186288,38.36373323,40.43156001
C000087E,004+0.136,,MADISON,October,2016,23:00,MON,NON-JUNCTION,ON ROADWAY,RAIN,WET,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),NOT FIXED OBJECT OR DEBRIS,44.84081739,-111.4181974,38.32988908,40.40905291
C000087E,004+0.353,,MADISON,September,2015,7:40,WED,NON-JUNCTION,ON ROADWAY,RAIN,WET,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),NOT FIXED OBJECT OR DEBRIS,44.84351473,-111.4158898,38.20436176,40.33590446
C000087E,004+0.521,,MADISON,July,2014,19:35,WED,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,WILD ANIMAL,44.84550233,-111.413793,38.12027217,40.29502415
C000249S,000+0.044,,MADISON,July,2015,14:38,SUN,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,POSSIBLE INJURY ACCIDENT,WILD ANIMAL,45.32645018,-111.7431492,1.658824663,9.892442678
C000249S,000+0.063,NOT IN CITY LIMITS,MADISON,DECEMBER,2017,8:35,TUE,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,SNOW,DAYLIGHT,POSSIBLE INJURY ACCIDENT,ROLL OVER,45.32614482,-111.7430612,1.677578697,9.8918897
C000249S,000+0.502,NOT IN CITY LIMITS,MADISON,MAY,2017,10:45,WED,NON-JUNCTION,ROADSIDE LEFT,CLEAR,DRY,DAYLIGHT,FATAL ACCIDENT,FIXED OBJECT,45.32010269,-111.7457886,2.115569851,9.677136132
C000249S,000+0.681,,MADISON,November,2016,17:35,SUN,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.31770833,-111.7471667,2.293575537,9.581992238
C000249S,001+0.222,NOT IN CITY LIMITS,MADISON,FEBRUARY,2017,9:45,THU,NON-JUNCTION,SHOULDER,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.31010833,-111.7495157,2.828712708,9.393950057
C000249S,002+0.634,,MADISON,November,2016,7:45,MON,NON-JUNCTION,ROADSIDE LEFT,OTHER,ICE/FROST,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.29304886,-111.7636656,4.168575642,8.642554835
C000249S,004+0.527,,MADISON,June,2014,14:30,SUN,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.26945018,-111.7754623,5.896342532,8.248295536
C000249S,005+0.857,,MADISON,December,2014,20:00,SUN,NON-JUNCTION,ROADSIDE LEFT,UNKNOWN,SNOW,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.25080454,-111.7752766,7.113335811,8.616819831
C000249S,007+0.100,,MADISON,January,2013,11:10,SUN,NON-JUNCTION,ROADSIDE RIGHT,SNOW,SNOW,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.23493921,-111.7642978,8.048836477,9.536396698
C000249S,007+0.120,,MADISON,January,2013,11:10,SUN,NON-JUNCTION,ROADSIDE RIGHT,SNOW,SNOW,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.23465239,-111.7642227,8.067589001,9.548224316
C000283W,000+0.120,,MADISON,October,2013,15:30,SUN,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,WILD ANIMAL,45.69918833,-111.78793,24.32563618,28.95985369
C000283W,000+0.960,,MADISON,June,2016,21:45,THU,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DUSK,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),DOMESTIC ANIMAL,45.69088578,-111.8004521,23.83165657,28.25324719
C000283W,001+0.800,,MADISON,April,2014,6:30,WED,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAWN,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.68254321,-111.8130464,23.35494229,27.55028631
C000283W,002+0.189,,MADISON,February,2014,15:15,FRI,NON-JUNCTION,ROADSIDE RIGHT,SNOW,SNOW,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.67879779,-111.8191213,23.15130996,27.23274543
C000283W,003+0.317,,MADISON,August,2016,20:50,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.67035506,-111.8391063,22.77749983,26.46542834
C000283W,003+0.856,NOT IN CITY LIMITS,MADISON,SEPTEMBER,2017,18:00,SAT,NON-JUNCTION,ROADSIDE RIGHT,CLOUDY,DRY,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,ROLL OVER,45.66633271,-111.8485924,22.61669015,26.10941156
C000283W,003+0.868,,MADISON,February,2015,0:00,SAT,NON-JUNCTION,SHOULDER,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.66620805,-111.8487578,22.61034117,26.09954805
C000283W,005+0.870,,MADISON,January,2013,10:00,SUN,NON-JUNCTION,SHOULDER,CLOUDY,SLUSH,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.65906833,-111.8879983,22.69079011,25.34959506
C000283W,006+0.284,,MADISON,February,2015,19:20,SAT,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR TO SIDE,45.6574479,-111.896018,22.7176535,25.20130771
C000357S,001+0.097,,MADISON,March,2015,6:50,WED,NON-JUNCTION,ROADSIDE LEFT,CLOUDY,ICE/FROST,DARK-NOT LIGHTED,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,FIXED OBJECT,45.30913361,-112.1091002,18.50137497,8.212527147
